id	name	description
phs001993	WES, RNASeq and CNV Analysis of NF1-Associated Atypical Neurofibromas	Neurofibromatosis type 1 (NF1) is a tumor-predisposition disorder caused by germline mutations in NF1. NF1 patients have an 8-16% lifetime risk of developing a malignant peripheral nerve sheath tumor (MPNST),  a highly aggressive soft-tissue sarcoma, often arising from pre-existing benign plexiform neurofibromas (PN) and atypical neurofibromas (ANF). ANF
phs001994	Smoking and Tumor Immune Microenvironment in HNSCC	This study was designed to measure immune cell differences between HNSCC patients according to smoking history. We measured CD3, CD8, FoxP3, PD-1 and PD-L1 for immune markers and Pancytokeratin to  distinguish between tumor and surrounding tissue. We observed that current smokers have significantly lower numbers of immune cells surrounding the
phs001995	Capturing the Genetic Diversity of the Himba Population	The Himba people are a semi-nomadic, Bantu-speaking pastoralist group from the northwestern Kunene region of Namibia. Because of their limited population size, restricted geographic distribution, and endogamy, founder populations represent  an ideal system for genetic analyses due to reduction of the confounding environmental and cultural variables. This study uses genotype data and
phs001997	Kids First: Genomics of African and Asian Orofacial Clefts Triads	The Gabriella Miller Kids First Pediatric Research Program (Kids First) is a trans-NIH effort initiated in response to the 2014 Gabriella Miller Kids First Research Act and supported by the  NIH Common Fund. This program focuses on gene discovery in pediatric cancers and structural birth defects and the development of the Gabriella Miller
phs001998	Evolutionary Analysis of Chronic Lymphocytic Leukemia Cells During    Relapse After Allogeneic Hematopoietic Stem Cell Transplant	We investigated the molecular dynamics driving relapse of chronic lymphocytic leukemia (CLL) following allogeneic hematopoietic stem cell transplant (allo-HSCT) through an integrated analysis of whole exome, bulk transcriptome, bulk methylome  and single cell transcriptional data from paired leukemic samples representing 10 patients. We found that their clinical kinetics corresponded to
phs001999	Advanced Genetic and Molecular Analysis of Solid Tumors	This study is designed to understand the role of immunosuppressive regulatory B cells (Breg) in pancreatic cancer. Breg and conventional B cells (Bcon) from patients are compared by RNA sequencing  analysis. Bregs and Bcon were isolated from freshly isolated PBMCs in peripheral blood. These data represent the examination of differentially
phs002000	The Genomic Landscape of Mongolian Hepatocellular Carcinoma	Background and Hypotheses: Mongolia has the highest reported incidence of - and mortality from - hepatocellular carcinoma (HCC) in the world, which is between three and seven times higher than  that observed in other high-incidence populations, such as South Korea, Thailand, and China. Although its causative factors and underlying tumor
phs002001	Clonal Evolution and Heterogeneity of Osimertinib Acquired Resistance    Mechanisms in EGFR Mutant Lung Cancer	Current understanding of acquired resistance to osimertinib in EGFR-mutant lung cancer is largely based on the use of targeted sequencing platforms and cell-free DNA. In this study we examined the  clonal evolution and heterogeneity of acquired resistance mechanisms to osimertinib through whole exome and RNA-sequencing of prospectively collected
phs002002	Landscape of Intratumoral NK Cell and ILC in Head and Neck Squamous Cell    Carcinoma	In this study, total innate lymphoid cells (ILCs), including natural killer (NK) cells, were FACS-sorted from eight dissociated primary head and neck squamous cell carcinoma (HNSCC) tumors. In addition, ILCs  and NK cells were sorted from peripheral blood of tumor patients. The ILCs and NK cells were analyzed by single-cell RNA sequencing (scRNA-seq) using
phs002003	University of Washington Developmental Single Cell Atlas	We set out to generate a human cell atlas of both gene expression and chromatin accessibility using tissues obtained during development. In this study, we applied an assay for single  cell profiling of gene expression based on three-level combinatorial indexing (sci-RNA-seq3) to 121 fetal tissue samples representing 15 organs
phs002004	CCDG-Neuropsychiatric: A Study of the Genetic Causes of Complex Pediatric    Disorders	In this study, we address the enormous challenges common complex diseases pose for genomic analysis and the enormous opportunities surmounting them offers for advancing healthcare. The common genetic disorders proposed  for study here are believed to have extreme locus heterogeneity, requiring the analysis of large numbers of samples to comprehensively identify the
phs002006	Segmental Overgrowth/Vascular Anomalies/Dermatologic Disorders	This study was designed to determine the molecular etiology of disorders characterized by segmental overgrowth, vascular anomalies, or dermatologic conditions that are part of the diagnostic criteria for Proteus syndrome  or PIK3CA-related overgrowth spectrum (PROS). Somatic variants in AKT1 or PIK3CA have been identified as causative for Proteus syndrome and PROS
phs002007	Transcriptomic Characterization of Human Innate T Cells	We performed low input RNA-seq and single-cell RNA-seq on 7 lymphocyte populations with the objective of finding the common transcriptional programs shared among innate T cells. In brief, we drew  blood from healthy donors and isolated CD4+ T cells, CD8+ T cells, Natural Killer cells, invariant natural killer T (iNKT) cells, mucosal-associated
phs002008	The Epigenomic Atlas of Early Human Craniofacial Development	Parallel profiling of six distinct histone modifications via ChIP-Seq in craniofacial tissue samples from individual human embryos was performed. Epigenomic marks imputed with ChromImpute and a 25-state chromatin state model  of uniformly processed epigenomic data was produced through ChromHMM. Samples were obtained from the MRC-Wellcome Trust Human Developmental Biology
phs002011	PLCO - Limited Use Pilot Test Data	This is a sample of Prostate, Lung, Colorectal, and Ovarian (PLCO) Cancer Screening Trial data for limited use in a pilot test for remote data access. The PLCO is a  randomized, controlled trial of screening tests for prostate, lung, colorectal and ovarian cancers. Approximately 155,000 participants were enrolled
phs002012	SEER Remote Access Pilot Test Data (2018)	This is a limited use Surveillance, Epidemiology, and End Results (SEER) file for use in a pilot test of remote data access. The SEER Program of the National Cancer Institute  (NCI) is an authoritative source of information on cancer incidence and survival in the United States. SEER currently collects and publishes cancer
phs002015	National Eye Institute (NEI) Age-Related Eye Disease Study 2 (AREDS2)	The Age-Related Eye Disease Study 2 (AREDS2) was a multi-center, randomized Phase III clinical trial designed to assess the effects of oral supplementation of high doses of lutein, zeaxanthin, and  omega-3 fatty acids (docosahexaenoic acid [DHA] and eicosapentaenoic acid [EPA]) in reducing the risk of progression to late age-related macular
phs002017	Circulating RNA Profiles of Healthy and Preeclamptic Pregnancies	This prospective study investigated whether circulating RNA (C-RNA; cell free RNA present in the bloodstream) measurements could non-invasively monitor pregnancy status, with emphasis on detecting molecular markers associated with preterm  preeclampsia. Whole blood samples were collected from pregnant women at the time of diagnosis with early-onset preeclampsia with severe features
phs002018	Center Common Disease Genomics [CCDG] - Cardiovascular: Partners Biobank	This study is a part of NHGRI's Center for Common Disease Genomics, a collaborative large-scale genome sequencing effort to comprehensively identify rare risk and protective variants contributing to multiple common  disease phenotypes. Current estimates anticipate that the CCDG program will perform whole genome sequencing of 140K individuals and whole exome
phs002019	WES and RNA-Seq Analysis in Paired Sun-Exposed Epidermis and SCCIS    Samples	Squamous cell carcinoma in situ (SCCIS) is a prevalent precancerous lesion that can progress to cutaneous squamous cell carcinoma (cSCC). Although SCCIS is common, its pathogenesis remains poorly understood. To  better understand SCCIS development, we performed laser-captured microdissection of human SCCIS and adjacent epidermis to isolate genomic DNA and RNA
phs002020	Imaging and Informatics in Retinopathy of Prematurity (i-ROP)	This project aims to identify genetic variants that contribute to the development of retinopathy of prematurity (ROP). ROP is a leading cause of childhood blindness worldwide. We have performed a  genome wide association study (GWAS) using Illumina Global Screening Array (GSA) BeadChip. For this GWAS design we assembled the largest group of ROP
phs002021	Chemotherapy and Unrelated Donor SCT for Blood and Immune System Cancers	Background: Major problems with stem cell transplantation (SCT) for cancer treatment are a lack of suitable donors for patients without an HLA tissue-matched sibling and graft-versus-host disease (GVHD), a serious  side effects of immune-suppressing chemotherapy that is given to bring the cancer under control before SCT. In GVHD, the patient's immune system
phs002022	Genomic Analysis of Primary Plasma Cell Leukemia	Primary plasma cell leukemia (pPCL) is a rare and aggressive form of multiple myeloma (MM) that is characterized by poor overall survival despite advances in anti-MM therapy. The disease biology  as well as molecular mechanisms that distinguish pPCL from non-pPCL MM remain poorly understood. In an attempt to identify key biological mechanisms
phs002023	Drug Screening of Patient-Derived Organoids from Colorectal Peritoneal    Metastases	Colorectal cancer (CRC) patients with peritoneal metastases (CRPM) have limited treatment options and the lowest CRC survival rates. We trialed the possibility of organoid directed precision treatment for CRPM patients.  CRPM organoids (peritonoids) isolated from patients underwent next-generation sequencing and medium-throughput drug panel testing ex vivo to identify
phs002024	DCCT/EDIC Epigenetics (DNA Methylation) Study	Metabolic memory (persistent benefits of early glycemic control on preventing/delaying diabetic complications development) was observed in the Diabetes Control and Complications Trial (DCCT) and follow-up Epidemiology of Diabetes Interventions and  Complications (EDIC) study, dbGaP phs000086.v3.p1, but mechanisms are unclear. We investigated the involvement of epigenetic DNA methylation (DNAme
phs002025	Early Progression to Active Tuberculosis is a Highly Heritable Trait    Driven by 3q23 in Peruvians	In a genome-wide genetic study of early progression to active tuberculosis (TB), we genotyped 4,002 active TB cases and their household contacts in Lima, Peru. We first established TB progression  has a strong genetic basis, and is comparable to traits with well-established genetic bases (h2g 0.212). We identified a novel association between
phs002027	Induction of HIV-1 Env-Specific Peripheral Blood Plasmablasts and Clonal    Persistence as Bone Marrow Plasma Cells Following Vaccination in    Humans	Induction of persistent HIV-1 Envelope (Env) specific antibody (Ab) is a primary goal of HIV vaccine strategies, however, it is unclear if HIV Env immunization in humans induces bone marrow  plasma cells, the presumed source of long-lived systemic Ab. To define the features of Env-specific plasma cells after vaccination, samples were
phs002030	Impact of Mobile Element Insertions on Human Transcriptome Variation	Mobile DNA elements are ubiquitous in nearly all species and mobile element insertions can affect nearby gene expression through many mechanisms, from disrupting coding regions to initiating DNA methylation to  altering RNA splicing patterns. Thousands of mobile element insertions are still polymorphic in human populations, and these polymorphic mobile
phs002032	Genetic Neuroscience: How Human Genes and Alleles Shape Neuronal    Phenotypes	The goal of this collaborative, interdisciplinary project is to develop powerful, generalizable approaches for discovering how risk variants for psychiatric disorders shape neurobiological processes at multiple levels of analysis, and  to identify the processes whose dysregulation underlies disease. Induced pluripotent stem cells (iPSCs) were used towards the development of these
phs002033	A Chromatin Accessibility Atlas of the Developing Human Telencephalon	Gene expression differs between cell types and regions within complex tissues such as the developing brain. To discover regulatory elements underlying this specificity, we generated genome-wide maps of chromatin accessibility  in nine anatomically-defined regions of the developing human telencephalon. Additionally, we defined the histone modification landscape of the
phs002034	Genomic Evolution of Low- and High-Grade Glioma	Malignant transformation (MT) of IDH-mutant low-grade glioma (LGG) to aggressive high-grade tumors is an event of major clinical significance, eventually leading to death in the majority of LGG patients. While  patients with primary glioblastoma (GBM) have benefited from increased overall survival due to treatment with the alkylating chemotherapy
phs002035	National Heart, Lung and Blood Institute: Regulation of Motile Cilia    Assembly in Lung Disease	This study of 59 primary ciliary dyskinesia (PCD) patients utilized whole-exome capture sequencing to help identify variants that may be causative for PCD. Our goal was to provide insights into  disease pathophysiology in samples, most of which had no obvious phenotype from transmission electron microscopy. This class of patients has been
phs002036	Chromoanasynthesis as a Cause of Jacobsen Syndrome	Jacobsen syndrome (OMIM #147791) is a rare multisystem genomic disorder involving craniofacial abnormalities, intellectual disability, other neurodevelopmental defects and terminal truncation of chromosome 11q, typically deleting 170 to 340 genes.  We describe the first case of Jacobsen syndrome caused by congenital chromoanasynthesis, an extreme form of complex chromosomal rearrangement. Six
phs002037	Methylation Biomarker Study of Magnesium Deficiency and Colorectal Cancer	"Five US studies using the Mg tolerance test, the ""gold standard"" test of Mg status, indicated that 50% participants had Mg deficiency. In our ongoing US trial, we have found  a similar result. In growing recognition of the importance of Mg in human health, very recently, Mg was selected by the US Federal Dietary Reference"
phs002039	scRNA-Seq Analysis of Influenza Infected Upper Airway Patient Samples	This observational study was designed to determine the cellular tropism of Influenza A and B Viruses (IAV, IBV) from samples taken from the upper respiratory tract collected during routine nasal  washes during the 2017-2018 season. Using single-cell RNA sequencing (scRNA-seq) we sought to determine which cell types could be infected, what the
phs002040	Homozygous IL37 Mutation Leads to Infantile Inflammatory Bowel Disease	Whole-exome sequencing of a trio (parents and offspring) reveals IL37 mutation leads to infantile IBD. Inclusion criteria: Patients known to have or suspected of having an inherited disease of the  immune system are be eligible for enrollment. Because of the intensive time and labor required for research laboratory testing, patients are enrolled
phs002041	WGSPD Project 1: Whole Genome Sequencing for Schizophrenia and Bipolar    Disorder	The Center for Genomic Psychiatry at the University of Southern California (USC) and an extensive network of academic medical centers have created the Genomic Psychiatry Cohort (GPC). The GPC consists  of a large clinical cohort of patients with schizophrenia, bipolar disorder, and healthy controls. The pilot phase of whole genome sequencing of the
phs002042	CCDG Neuropsychiatric: Autism Center of Excellence (ACE II)	In this study, we address the enormous challenges common complex diseases pose for genomic analysis and the enormous opportunities surmounting them offers for advancing healthcare. The common genetic disorders proposed  for study here are believed to have extreme locus heterogeneity, requiring the analysis of large numbers of samples to comprehensively identify the
phs002043	CCDG Neuropsychiatric: Multimodal Developmental Neurogenetics of Females	In this study, we address the enormous challenges common complex diseases pose for genomic analysis and the enormous opportunities surmounting them offers for advancing healthcare. The common genetic disorders proposed  for study here are believed to have extreme locus heterogeneity, requiring the analysis of large numbers of samples to comprehensively identify the
phs002044	CCDG-Neuropsychiatric: Victorian Collaborative AuTism Study (CATS)	In this study, we address the enormous challenges common complex diseases pose for genomic analysis and the enormous opportunities surmounting them offers for advancing healthcare. The common genetic disorders proposed  for study here are believed to have extreme locus heterogeneity, requiring the analysis of large numbers of samples to comprehensively identify the
phs002045	Intraductal Transplantation Models of PDAC Reveal Progression of Subtypes	Pancreatic ductal adenocarcinoma (PDAC) is the most lethal common malignancy, with little improvement in patient outcomes over the past few decades. Recently, subtypes of pancreatic cancer with different prognoses have  been elaborated. However, the inability to model these subtypes has precluded mechanistic investigation of their origins. Here, we present an
phs002046	Grady Trauma Project (GTP)	Not everyone exposed to traumatic experience develops Posttraumatic Stress Disorder (PTSD). Genetic background is one of the predisposing risk factors causing differential outcomes of trauma exposure. A primary goal of  the Grady Trauma Project (GTP) is to pinpoint and understand genetic polymorphisms that contribute to development of PTSD. Both PTSD diagnosis binary
phs002048	Mapping Systemic Lupus Erythematosus Heterogeneity at the Single Cell    Level	Patients with Systemic Lupus Erythematosus (SLE) display a complex blood transcriptome whose cellular origin is poorly resolved. Using single-cell RNA-seq, we profiled 276,000 PBMCs from 33 children with SLE (cSLE)  with different degrees of disease activity (DA) and 11 matched controls. Increased expression of Interferon-stimulated genes (ISGs) distinguished
phs002049	Memorial Sloan Kettering (MSKCC) Single Cell Mutational Profiling in    Myeloid Malignancies	Myeloid malignancies have previously been characterized by large scale bulk molecular profiling studies on patient samples. These studies, while clinically informative, are unable to delineate mutation order as well as  clonal architecture and complexity. To investigate the clonal framework of myeloid malignancies, the Single Cell Mutational Profiling in Myeloid
phs002050	OICR: Molecular Pathological Epidemiology of Colorectal Cancer	Colorectal cancer, the second most commonly diagnosed cancer, is a biologically heterogeneous disease. To characterize the molecular attributes of colorectal tumors, we conducted targeted sequencing at the Ontario Cancer Research  Institution (OICR) of tumor and matched normal DNA samples from 2,542 colorectal cancer cases in the Genetics and Epidemiology of Colorectal Cancer
phs002051	DNA Methylation in Rhabdomyosarcoma PDX and PDX-Derived Primary Cells	Conditions to maintain primary tumor cells in culture are largely unknown for most tumor entities including rhabdomyosarcoma. In this collaborative study with Dr. Beat Sch&#x000e4;fer's laboratory, we performed DNA methylation  profiles of rhabdomyosarcoma patient-derived xenograft (PDX) and their matching PDX-derived primary cells (PPC), where the PPCs were developed and
phs002052	Mitochondrial DNA Deletion Detection from Human Tissues	Accumulation of deletions in the mitochondrial genome is a pathological hallmark of both aging and a broad range of neurometabolic disorders. Prior mtDNA deletion studies have been limited by reliance  upon either long range PCR or NGS strategies that target specific regions of the mitochondrial genome. We developed an ultrasensitive high throughput
phs002053	Neoadjuvant Pazopanib in Renal Cell Carcinoma	This study examined the tissue of patients who received oral pazopanib prior to nephrectomy. Patients were consented and underwent a pre-treatment biopsy. Pretreatment samples for analysis were preserved as available.  Subjects underwent a proscribed course of treatment with pazopanib. At the completion of treatment, subjects underwent a planned nephrectomy, and
phs002054	Genomic Characterization of 9p- Syndrome	We characterized the precise genomic breakpoints of the complex structural variant associated with 9p- syndrome in one individual. To be included in the study, the case had to have 9p-  syndrome. Principal Investigator: F. Sessions Cole, MD, Washington University School of Medicine, St. Louis, MO, USA
phs002055	Peripheral Blood Transcriptome Analysis of ALS Patients	Amyotrophic lateral sclerosis (ALS) and frontotemporal dementia (FTD) are neurodegenerative disorders which overlap in their clinical presentation, pathology, and genetic origin. An over-representation of autoimmune disorders exists in both ALS  and FTD, but this remains an unexplained epidemiologic observation. Expansions of a hexanucleotide repeat (GGGGCC) in the C9orf72 gene (GeneID:203228
phs002056	Genetic Factors associated with Conversion from Active Surveillance to    Treatment for Prostate Cancer	"This is a genome-wide association study (GWAS) of conversion from active surveillance (AS) for prostate cancer (PC) to treatment. AS is the monitoring with screening tests and/or biopsies over time  of men usually with low-risk, early-stage PC to avoid harmful side effects of PC treatment. ""Conversion"" refers to patients who withdraw from AS"
phs002057	Systems genetics in human endothelial cells identifies non-coding    variants modifying enhancers, expression, and complex disease traits	Identification of causal variants and mechanisms underlying complex disease traits in humans requires strategies to locate and fine-map functional regulatory variants in disease-relevant cell types. To discover functional regulatory variants  in primary aortic endothelial cells (ECs) from humans, we collected genetic, transcriptomic, and four epigenomic phenotypes in a population of 153
phs002059	Genes for Non-Syndromic Congenital Heart Disease	Congenital heart defects (CHDs) are the most common serious birth defect and a leading cause of infant mortality. Affected individuals who survive infancy require substantial medical care and experience lifelong  morbidity and early mortality. Despite their prevalence and impact upon public health, the etiology of CHDs is poorly understood. Our long-term goal
phs002060	Pharmacogenomic Analysis of Microtubule Targeting Agent Response and    Toxicity	Microtubule targeting agents are commonly prescribed for early and metastatic breast cancer and other solid tumors. However, interindividual variability in microtubule targeting drug response and toxicity can cause limited therapeutic  benefit and impact quality of life. In the present study, genome-wide analyses were performed to investigate how genetic factors can be used to
phs002061	Genomic Damage in HIV-Uninfected Children with In Utero Zidovudine    Exposure	Zidovudine (ZDV) is a nucleoside reverse transcriptase inhibitor (NRTI) which competitively inhibits HIV reverse transcriptase and is incorporated into the viral DNA, resulting in DNA chain termination. It was the  first approved antiretroviral medication used for preventing HIV transmission from mother to child. However, in vitro and animal studies have
phs002062	Polygenic Risk Score for the Prediction of Breast Cancer Is Related to    Lesser Terminal Duct Lobular Unit Involution of the Breast	The Susan G. Komen Tissue Bank (KTB) at the Indiana University Simon Cancer Center is an annotated biobank, which has recruited healthy women who provided demographic, lifestyle, and cancer-related information  via self-administered questionnaire, blood samples and normal breast tissues. H&E slides of the normal breast tissues were scanned for image analysis
phs002063	Innate and Adaptive Immunity in Parkinson Disease-P20	Increasing evidence supports the role of brain and systemic inflammation in the etiology of Parkinson disease (PD). We used gene expression profiling (RNA-seq) to examine the activation state of peripheral  blood monocytes in 18 patients with early, untreated PD and 16 healthy control (HC) subjects. Monocytes were isolated by negative selection, and gene
phs002064	Metagenomic Analysis to Identify Novel Infectious Agents in Systemic    Anaplastic Large Cell Lymphoma	Anaplastic large cell lymphoma (ALCL) is a rare T-cell non-Hodgkin lymphoma (NHL). Risk of systemic ALCL is markedly increased among immunosuppressed people, such as those with human immunodeficiency virus (HIV)  infection or solid organ transplant recipients. This increased risk in immunosuppressed populations suggests a viral etiology, given similar
phs002065	Integrative Somatic and Germline Molecular Characterization of    Genitourinary Cancers	We have performed integrative bulk (whole exome sequencing of tumor and normal paired and whole transcriptome sequencing) and single cell analysis of primary and metastatic non-prostate genitourinary cancer specimens, such  as renal and bladder tumors. Principal Investigator: Eliezer M. Van Allen, MD, Dana-Farber Cancer Institute, Boston, MA, USA Funding Sources: R37
phs002066	Mechanisms of Extreme Genomic Instability at Large Transcribed Genes	Inhibiting DNA replication leads to copy number variant (CNV) formation throughout the genome, especially at chromosome fragile sites (CFSs). We previously showed that these hotspots for genome instability reside in  late-replicating domains associated with large transcribed genes. In this study, we compared aphidicolin (APH)-induced CNV and CFS frequency between
phs002067	Temporal Lobe Epilepsy and Retrotransposons	Idiopathic (cryptogenic) epilepsy is a common, chronic group of brain disorders, affecting 1-2% of the US population, creating a significant public health problem because of the associated morbidity and mortality.  One subtype of this complex group of brain disorders, temporal lobe epilepsy (TLE), is particularly burdensome, because a substantial fraction of
phs002068	Sporadic ALS Australia Systems Genomics Consortium (SALSA-SGC)	In 2016 we established the Sporadic ALS Australia Systems Genomics Consortium (SALSA-SGC) funded by the Ice Bucket Challenge Grant administered by the Motor Neurone Disease Research Institute of Australia. The  goals of the SALSA-SGC are to collect biological samples from clinics across Australia with matched in depth clinical and self-report phenotypes and
phs002069	Predictors of Spontaneous Cerebral AVM Hemorrhage	The Predictors of Spontaneous Cerebral AVM Hemorrhage study was designed to identify genetic markers that predict adverse outcomes in brain arteriovenous malformation (BAVM) patients, examine race-ethnicity influences on BAVM hemorrhage  risk, and use genome-wide association analysis to identify novel genetic predictors of AVM and hemorrhage using the Affymetrix GeneChip. We performed
phs002071	Multimodal Mapping of the Immune Landscape in Human Pancreatic Cancer	Pancreatic ductal adenocarcinoma (PDA) is characterized by an immune-suppressive tumor microenvironment that has rendered it largely refractory to immunotherapy. We used single-cell RNA sequencing on patient tumors and matched blood,  and we uncovered a previously unappreciated, complex environment of immune-suppressive cellular interactions. These experiments reveal immune
phs002075	Fetal Chorioamniotic Membranes Show Molecular Changes in Placenta Previa    and Placenta Accreta Spectrum	Placenta previa and the placenta accreta spectrum (PAS) are understudied pregnancy disorders with serious consequences for both mother and infant. To better understand the molecular and cellular etiologies of these  diseases, we performed 3SEQ of formalin-fixed paraffin-embedded (FFPE) fetal chorioamniotic membrane samples from PAS, previa, and gestationally age
phs002083	Role of Tobacco Smoke in Clear Cell Renal Cell Carcinoma	Background. Clear cell renal cell carcinoma (ccRCC) is the most common histologically defined renal cancer. However, it is not a uniform disease and includes several genetic subtypes with different prognoses.  ccRCC is also characterized by distinguished metabolic reprogramming. Tobacco smoking (TS) is an established risk factor for ccRCC with unknown
phs002088	Drug Signatures for Prediction and Mitigation of Toxicity	The overall goal of the drug signatures for prediction and mitigation of toxicity study is to use genomic and proteomic high-throughput measurements as the basis for computational analysis that integrates  network analyses with structural constraints and dynamical models in multiple cell types to identify signatures that predict toxicity induced by 55
phs002089	Dynamics of Genomic and Immune Responses During Primary Immunotherapy    Resistance in Mismatch Repair Deficient Tumors	We study a patient with dMMR lung cancer refractory to immunotherapy. Post-treatment tumor demonstrated compound heterozygous frameshift deletions located upstream of the kinase domain in the gene encoding JAK1 protein,  downregulation of JAK1 and mediators of its signal transduction, and total loss of JAK1 phosphorylation. Importantly, one of the JAK1 mutations
phs002105	Genomics of Opioid Pharmacogenomics and Acute/Chronic Postsurgical Pain    after Major Surgery in Children	Pain management after surgery is not optimal, partly due to great interindividual variability in pain perception and coping. This can lead to persistent pain beyond the healing period and disability.  Up to two-thirds of the inter-individual variability results from genetic variations in pain perception as well as response to the pain medicine. The
phs002116	Unraveling the Genetic Architecture of Diabetic Retinopathy in South    India	This study aims to understand the genetic architecture of diabetic retinopathy in the South Indian population by examining two families with diabetic retinopathy. Enrolled individuals were whole genome sequenced from  DNA extracted from blood samples. Clinical data such as age, duration of diabetes, hba1c, total cholesterol, LDL, HDL, triglycerides
phs002121	Integrated Clinical and Transcriptomic Profiling to Characterize Disease    Phenotype	Personalized medicine requires that we first address the challenge of genetic heterogeneity, prominent in rare cancers to common disease. While current clinical DNA sequence data successfully identify novel genetic variants,  the genomic data alone are insufficient biomarkers of clinical phenotype. There is an unmet need for systematic integration of specific functional
phs002128	Identification and Molecular Characterization of Somatic Mutations in    Malformations of Cortical Development	Genetic mutations causing disease may be inherited, newly acquired in parental gametes and present in the zygote or acquired as somatic events at some point in development after fertilization. The  burden and localization of an acquired mutation depend on when the mutation arises. As is the case for inherited genetic variation, there is
phs002130	Gabriella Miller Kids First Pediatric Research Program in Craniofacial    Microsomia	The Gabriella Miller Kids First Pediatric Research Program (Kids First) is a trans-NIH effort initiated in response to the 2014 Gabriella Miller Kids First Research Act and supported by the  NIH Common Fund. This program focuses on gene discovery in pediatric cancers and structural birth defects and the development of the Gabriella Miller
phs002146	Evolution of Chromatin Architecture and Transcriptional Regulation in    Mammals	Changes in gene expression are a critical force driving the evolution of form and function. As a result, the mechanisms by which gene expression evolves have become a subject of  intense interest. A number of investigators have measured evolutionary changes in gene expression at the chromatin, mRNA, and protein levels, leading
phs002161	Kids First: Genomic Analysis of Esophageal Atresia and Tracheoesophageal    Fistulas and Associated Congenital Anomalies	The Gabriella Miller Kids First Pediatric Research Program (Kids First) is a trans-NIH effort initiated in response to the 2014 Gabriella Miller Kids First Research Act and supported by the  NIH Common Fund. This program focuses on gene discovery in pediatric cancers and structural birth defects and the development of the Gabriella Miller
phs002162	Kids First: Genetics of Kidney and Urinary Tract Malformations	The Gabriella Miller Kids First Pediatric Research Program (Kids First) is a trans-NIH effort initiated in response to the 2014 Gabriella Miller Kids First Research Act and supported by the  NIH Common Fund. This program focuses on gene discovery in pediatric cancers and structural birth defects and the development of the Gabriella Miller
phs002170	Genome-Wide Association Study of Patients with Coccidioidomycosis	Background Valley Fever is typically an infection of the lungs caused by the fungi Coccidioides immitis and Coccidioides posadasii. The incidence of Coccidioidomycosis (CM), or infection with Coccidioides, has dramatically  increased over the last 20 years. This is particularly true in the Southwest of the United States, where people often breathe fungal spores that
phs002172	Gabriella Miller Kids First Pediatric Research Project in Microtia in    Hispanic Populations	The Gabriella Miller Kids First Pediatric Research Program (Kids First) is a trans-NIH effort initiated in response to the 2014 Gabriella Miller Kids First Research Act and supported by the  NIH Common Fund. This program focuses on gene discovery in pediatric cancers and structural birth defects and the development of the Gabriella Miller
phs002176	Notch Signaling and Efficacy PD-1/PD-L1 Blockade in Relapsed Small Cell    Lung Cancer	Small cell lung cancer (SCLC) is a highly aggressive neuroendocrine (NE) cancer that accounts for approximately 15% of all lung cancer, with an annual incidence of more than 34,000 in  the United States alone. SCLC is characterized by loss of function of p53 and RB and high tumor mutational burden, which suggests that these tumors
phs002182	Asthma in the Lives of Families Today (ALOFT)	Social interactions and the overall psychosocial environment have a demonstrated impact on health, particularly for people living in disadvantaged urban areas. Here we investigated the effect of psychosocial experiences on  gene expression in peripheral blood immune cells of 251 children with asthma in Metro Detroit. Participants were included from an ongoing
phs002185	Genome-Wide Association Study of Genetic Susceptibility for Graft-vs-Host    Disease Cohort 1	Allogeneic hematopoietic stem cell transplantation (Allo-HSCT) is the only curative therapy for many advanced hematologic malignancies. Allo-HSCT is associated with significant morbidities and mortality, mainly because of the graft-versus-host disease  (GVHD) caused by donor T cells recognizing antigens present in recipient tissues, and initiating an alloimmune response resulting in damage to many
phs002187	Gabriella Miller Kids First Pediatric Research Program in Germline and    Somatic Variants in Myeloid Malignancies in Children	The Gabriella Miller Kids First Pediatric Research Program (Kids First) is a trans-NIH effort initiated in response to the 2014 Gabriella Miller Kids First Research Act and supported by the  NIH Common Fund. This program focuses on gene discovery in pediatric cancers and structural birth defects and the development of the Gabriella Miller
phs002188	Single Cell Genomic Analysis of Lymphoma	Our study aimed to define the extent of heterogeneity between anatomically separated tumor manifestations in follicular lymphoma at a single cell resolution. We subjected single cell suspensions derived from nodal,  synchronously-acquired fine needle aspirations from two distinct tumor sites to high-throughput microfluidics based single cell RNA sequencing. By
phs002196	Systems Analysis of the PfSPZ Vaccine in Kenyan Infants	The PfSPZ vaccine is a candidate vaccine targeting the Plasmodium falciparum parasite, which is the cause of the most lethal type of human malaria. This study used de-identified blood samples  collected from 316 infants aged 5 to 12 months (inclusive) enrolled in a Phase 2, randomized, placebo-controlled trial (NCT02687373) of the PfSPZ
phs002197	Single Cell and Tissue Level Functional Genomics Analysis of    Astrocyte-Related Mechanisms in Taupathy	This data is the first part of a larger single cell and tissue level functional genomics analysis of dementias with tau pathology. Cellular resolution will clarify the role of glial  genes and pathways in neurodegenerative disease. This includes understanding the role of microglia and astrocytes in neurodegenerative disorders
phs002202	A New High-Throughput Sequencing-Based Technology to Study    Heterochromatin Structure	In this study we report epigenomic and transcriptomics datasets for normal control fibroblasts. The following cell lines were obtained from the NIGMS Human Genetic Cell Repository at the Coriell Institute  for Medical Research: AG08498, AG07095, originally collected as part of the NIA Aging Cell Repository study. We applied a high-throughput sequencing
